company_id,year,cfo_sign,cfi_sign,cff_sign,pattern_label
NESTLEIND,2014-12,1,-1,-1,Reinvestor
NESTLEIND,2015-12,1,-1,-1,Shareholder Returns
NESTLEIND,2016-12,1,-1,-1,Reinvestor
NESTLEIND,2017-12,1,-1,-1,Reinvestor
NESTLEIND,2018-12,1,-1,-1,Reinvestor
NESTLEIND,2019-12,1,1,-1,Liquidating Assets
NESTLEIND,2020-12,1,-1,-1,Reinvestor
NESTLEIND,2021-12,1,-1,-1,Reinvestor
NESTLEIND,2022-12,1,-1,-1,Reinvestor
NESTLEIND,2023-12,1,-1,-1,Reinvestor
NESTLEIND,2024-03,1,-1,-1,Reinvestor
NESTLEIND,2024-09,,,,
NHPC,2013-03,1,-1,-1,Reinvestor
NHPC,2014-03,1,-1,-1,Shareholder Returns
NHPC,2015-03,1,-1,-1,Reinvestor
NHPC,2016-03,1,-1,-1,Shareholder Returns
NHPC,2017-03,1,-1,-1,Shareholder Returns
NHPC,2018-03,1,-1,-1,Shareholder Returns
NHPC,2019-03,1,-1,-1,Reinvestor
NHPC,2020-03,1,-1,1,Mixed
NHPC,2021-03,1,-1,-1,Reinvestor
NHPC,2022-03,1,-1,-1,Reinvestor
NHPC,2023-03,1,-1,-1,Reinvestor
NHPC,2024-03,1,-1,-1,Shareholder Returns
NHPC,2024-09,,,,
NTPC,2013-03,1,-1,1,Mixed
NTPC,2014-03,1,-1,-1,Reinvestor
NTPC,2015-03,1,-1,-1,Reinvestor
NTPC,2016-03,1,-1,-1,Shareholder Returns
NTPC,2017-03,1,-1,1,Mixed
NTPC,2018-03,1,-1,1,Mixed
NTPC,2019-03,1,-1,1,Mixed
NTPC,2020-03,1,-1,1,Mixed
NTPC,2021-03,1,-1,-1,Shareholder Returns
NTPC,2022-03,1,-1,-1,Shareholder Returns
NTPC,2023-03,1,-1,-1,Shareholder Returns
NTPC,2024-03,1,-1,-1,Shareholder Returns
NTPC,2024-09,,,,
ONGC,2013-03,1,-1,-1,Shareholder Returns
ONGC,2014-03,1,-1,1,Mixed
ONGC,2015-03,1,-1,-1,Shareholder Returns
ONGC,2016-03,1,-1,-1,Shareholder Returns
ONGC,2017-03,1,-1,-1,Shareholder Returns
ONGC,2018-03,1,-1,1,Mixed
ONGC,2019-03,1,-1,-1,Shareholder Returns
ONGC,2020-03,1,-1,-1,Shareholder Returns
ONGC,2021-03,1,-1,-1,Shareholder Returns
ONGC,2022-03,1,-1,-1,Shareholder Returns
ONGC,2023-03,1,-1,-1,Shareholder Returns
ONGC,2024-03,1,-1,-1,Shareholder Returns
ONGC,2024-09,,,,
PFC,2013-03,-1,1,1,Distress Signal
PFC,2014-03,-1,1,1,Distress Signal
PFC,2015-03,-1,-1,1,Growth Funded by Debt
PFC,2016-03,-1,-1,1,Growth Funded by Debt
PFC,2017-03,1,-1,1,Mixed
PFC,2018-03,-1,1,1,Distress Signal
PFC,2019-03,-1,-1,1,Growth Funded by Debt
PFC,2020-03,-1,-1,1,Growth Funded by Debt
PFC,2021-03,-1,1,1,Distress Signal
PFC,2022-03,1,-1,-1,Reinvestor
PFC,2023-03,-1,-1,1,Growth Funded by Debt
PFC,2024-03,-1,-1,1,Growth Funded by Debt
PFC,2024-09,,,,
PIDILITIND,2013-03,1,-1,-1,Reinvestor
PIDILITIND,2014-03,1,-1,-1,Reinvestor
PIDILITIND,2015-03,1,-1,-1,Reinvestor
PIDILITIND,2016-03,1,-1,-1,Reinvestor
PIDILITIND,2017-03,1,-1,1,Mixed
PIDILITIND,2018-03,1,1,-1,Liquidating Assets
PIDILITIND,2019-03,1,-1,-1,Reinvestor
PIDILITIND,2020-03,1,1,-1,Liquidating Assets
PIDILITIND,2021-03,1,-1,-1,Reinvestor
PIDILITIND,2022-03,1,-1,-1,Reinvestor
PIDILITIND,2023-03,1,-1,-1,Reinvestor
PIDILITIND,2024-03,1,-1,-1,Shareholder Returns
PIDILITIND,2024-09,,,,
PNB,2013-03,-1,-1,-1,Pre-Revenue
PNB,2014-03,1,-1,1,Mixed
PNB,2015-03,1,-1,1,Mixed
PNB,2016-03,1,-1,1,Mixed
PNB,2017-03,1,1,-1,Liquidating Assets
PNB,2018-03,-1,1,1,Distress Signal
PNB,2019-03,-1,-1,1,Growth Funded by Debt
PNB,2020-03,-1,-1,1,Growth Funded by Debt
PNB,2021-03,1,-1,1,Mixed
PNB,2022-03,1,-1,1,Mixed
PNB,2023-03,1,-1,1,Mixed
PNB,2024-03,-1,-1,1,Growth Funded by Debt
POWERGRID,2013-03,1,-1,1,Mixed
POWERGRID,2014-03,1,-1,1,Mixed
POWERGRID,2015-03,1,-1,1,Mixed
POWERGRID,2016-03,1,-1,1,Mixed
POWERGRID,2017-03,1,-1,1,Mixed
POWERGRID,2018-03,1,-1,1,Mixed
POWERGRID,2019-03,1,-1,-1,Shareholder Returns
POWERGRID,2020-03,1,-1,-1,Shareholder Returns
POWERGRID,2021-03,1,-1,-1,Shareholder Returns
POWERGRID,2022-03,1,1,-1,Liquidating Assets
POWERGRID,2023-03,1,-1,-1,Shareholder Returns
POWERGRID,2024-03,1,-1,-1,Shareholder Returns
POWERGRID,2024-09,,,,
RECLTD,2013-03,-1,1,1,Distress Signal
RECLTD,2014-03,-1,1,1,Distress Signal
RECLTD,2015-03,-1,1,1,Distress Signal
RECLTD,2016-03,-1,-1,1,Growth Funded by Debt
RECLTD,2017-03,1,-1,-1,Reinvestor
RECLTD,2018-03,-1,1,1,Distress Signal
RECLTD,2019-03,-1,1,1,Distress Signal
RECLTD,2020-03,-1,1,1,Distress Signal
RECLTD,2021-03,-1,1,1,Distress Signal
RECLTD,2022-03,-1,-1,1,Growth Funded by Debt
RECLTD,2023-03,-1,-1,1,Growth Funded by Debt
RECLTD,2024-03,-1,-1,1,Growth Funded by Debt
RECLTD,2024-09,,,,
RELIANCE,2013-03,1,-1,1,Mixed
RELIANCE,2014-03,1,-1,1,Mixed
RELIANCE,2015-03,1,-1,1,Mixed
RELIANCE,2016-03,1,-1,-1,Reinvestor
RELIANCE,2017-03,1,-1,1,Mixed
RELIANCE,2018-03,1,-1,-1,Shareholder Returns
RELIANCE,2019-03,1,-1,1,Mixed
RELIANCE,2020-03,1,-1,-1,Shareholder Returns
RELIANCE,2021-03,1,-1,1,Mixed
RELIANCE,2022-03,1,-1,1,Mixed
RELIANCE,2023-03,1,-1,1,Mixed
RELIANCE,2024-03,1,-1,-1,Shareholder Returns
RELIANCE,2024-09,,,,
SBILIFE,2013-03,1,-1,-1,Shareholder Returns
SBILIFE,2014-03,1,-1,-1,Reinvestor
SBILIFE,2015-03,1,-1,-1,Shareholder Returns
SBILIFE,2016-03,1,-1,-1,Shareholder Returns
SBILIFE,2017-03,1,-1,-1,Shareholder Returns
SBILIFE,2018-03,1,-1,-1,Shareholder Returns
SBILIFE,2019-03,1,-1,-1,Shareholder Returns
SBILIFE,2020-03,1,-1,-1,Shareholder Returns
SBILIFE,2021-03,1,-1,1,Mixed
SBILIFE,2022-03,1,-1,-1,Shareholder Returns
SBILIFE,2023-03,1,-1,-1,Shareholder Returns
SBILIFE,2024-03,1,-1,-1,Shareholder Returns
SBILIFE,2024-09,,,,
SBIN,2013-03,1,-1,-1,Reinvestor
SBIN,2014-03,1,-1,1,Mixed
SBIN,2015-03,1,-1,-1,Reinvestor
SBIN,2016-03,1,-1,1,Mixed
SBIN,2017-03,1,-1,-1,Reinvestor
SBIN,2018-03,-1,1,1,Distress Signal
SBIN,2019-03,1,1,1,Cash Accumulator
SBIN,2020-03,1,-1,1,Mixed
SBIN,2021-03,1,-1,1,Mixed
SBIN,2022-03,1,-1,-1,Shareholder Returns
SBIN,2023-03,-1,-1,1,Growth Funded by Debt
SBIN,2024-03,1,-1,-1,Reinvestor
SHREECEM,2013-06,1,-1,-1,Reinvestor
SHREECEM,2014-06,1,-1,-1,Shareholder Returns
SHREECEM,2015-06,1,-1,-1,Shareholder Returns
SHREECEM,2016-03,1,-1,-1,Reinvestor
SHREECEM,2017-03,1,-1,-1,Shareholder Returns
SHREECEM,2018-03,1,-1,1,Mixed
SHREECEM,2019-03,1,-1,-1,Shareholder Returns
SHREECEM,2020-03,1,-1,1,Mixed
SHREECEM,2021-03,1,-1,-1,Shareholder Returns
SHREECEM,2022-03,1,-1,-1,Shareholder Returns
SHREECEM,2023-03,1,-1,-1,Reinvestor
SHREECEM,2024-03,1,-1,-1,Shareholder Returns
SHREECEM,2024-09,,,,
SHRIRAMFIN,2013-03,-1,-1,1,Growth Funded by Debt
SHRIRAMFIN,2014-03,-1,-1,1,Growth Funded by Debt
SHRIRAMFIN,2015-03,-1,-1,1,Growth Funded by Debt
SHRIRAMFIN,2016-03,-1,-1,1,Growth Funded by Debt
SHRIRAMFIN,2017-03,-1,-1,1,Growth Funded by Debt
SHRIRAMFIN,2018-03,-1,1,1,Distress Signal
SHRIRAMFIN,2019-03,-1,-1,1,Growth Funded by Debt
SHRIRAMFIN,2020-03,-1,-1,1,Growth Funded by Debt
SHRIRAMFIN,2021-03,-1,-1,1,Growth Funded by Debt
SHRIRAMFIN,2022-03,-1,-1,1,Growth Funded by Debt
SHRIRAMFIN,2023-03,-1,1,1,Distress Signal
SHRIRAMFIN,2024-03,-1,-1,1,Growth Funded by Debt
SHRIRAMFIN,2024-09,,,,
SIEMENS,2011-09,1,1,-1,Liquidating Assets
SIEMENS,2014-09,1,1,-1,Liquidating Assets
SIEMENS,2015-09,1,1,-1,Liquidating Assets
SIEMENS,2016-09,1,1,-1,Liquidating Assets
SIEMENS,2017-09,1,1,-1,Liquidating Assets
SIEMENS,2018-09,1,-1,-1,Reinvestor
SIEMENS,2019-09,1,-1,-1,Reinvestor
SIEMENS,2020-09,1,1,-1,Liquidating Assets
SIEMENS,2021-09,1,-1,-1,Reinvestor
SIEMENS,2022-09,1,-1,-1,Reinvestor
SIEMENS,2023-09,1,-1,-1,Reinvestor
SIEMENS,2024-09,1,-1,-1,Reinvestor
SUNPHARMA,2013-03,1,-1,-1,Reinvestor
SUNPHARMA,2014-03,1,-1,1,Mixed
SUNPHARMA,2015-03,1,-1,-1,Reinvestor
SUNPHARMA,2016-03,1,-1,-1,Reinvestor
SUNPHARMA,2017-03,1,-1,-1,Reinvestor
SUNPHARMA,2018-03,1,-1,-1,Shareholder Returns
SUNPHARMA,2019-03,1,-1,-1,Reinvestor
SUNPHARMA,2020-03,1,-1,-1,Shareholder Returns
SUNPHARMA,2021-03,1,1,-1,Liquidating Assets
SUNPHARMA,2022-03,1,-1,-1,Shareholder Returns
SUNPHARMA,2023-03,1,-1,1,Mixed
SUNPHARMA,2024-03,1,-1,-1,Reinvestor
SUNPHARMA,2024-09,,,,
TATACONSUM,2013-03,1,1,1,Cash Accumulator
TATACONSUM,2014-03,1,-1,-1,Reinvestor
TATACONSUM,2015-03,1,-1,-1,Shareholder Returns
TATACONSUM,2016-03,1,1,-1,Liquidating Assets
TATACONSUM,2017-03,1,1,-1,Liquidating Assets
TATACONSUM,2018-03,1,-1,-1,Reinvestor
TATACONSUM,2019-03,1,1,-1,Liquidating Assets
TATACONSUM,2020-03,1,-1,-1,Shareholder Returns
TATACONSUM,2021-03,1,-1,-1,Shareholder Returns
TATACONSUM,2022-03,1,-1,-1,Reinvestor
TATACONSUM,2023-03,1,-1,-1,Reinvestor
TATACONSUM,2024-03,1,-1,1,Mixed
TATACONSUM,2024-09,,,,
TATAMOTORS,2013-03,1,-1,-1,Shareholder Returns
TATAMOTORS,2014-03,1,-1,-1,Shareholder Returns
TATAMOTORS,2015-03,1,-1,1,Mixed
TATAMOTORS,2016-03,1,-1,-1,Shareholder Returns
TATAMOTORS,2017-03,1,-1,1,Mixed
TATAMOTORS,2018-03,1,-1,1,Mixed
TATAMOTORS,2019-03,1,-1,1,Mixed
TATAMOTORS,2020-03,1,-1,1,Mixed
TATAMOTORS,2021-03,1,-1,1,Mixed
TATAMOTORS,2022-03,1,-1,-1,Reinvestor
TATAMOTORS,2023-03,1,-1,-1,Shareholder Returns
TATAMOTORS,2024-03,1,-1,-1,Shareholder Returns
TATAMOTORS,2024-09,,,,
TATAPOWER,2013-03,1,-1,-1,Shareholder Returns
TATAPOWER,2014-03,1,-1,-1,Shareholder Returns
TATAPOWER,2015-03,1,-1,-1,Shareholder Returns
TATAPOWER,2016-03,1,-1,-1,Shareholder Returns
TATAPOWER,2017-03,1,-1,1,Mixed
TATAPOWER,2018-03,1,-1,-1,Shareholder Returns
TATAPOWER,2019-03,1,-1,-1,Shareholder Returns
TATAPOWER,2020-03,1,-1,-1,Shareholder Returns
TATAPOWER,2021-03,1,1,-1,Liquidating Assets
TATAPOWER,2022-03,1,-1,-1,Shareholder Returns
TATAPOWER,2023-03,1,-1,1,Mixed
TATAPOWER,2024-03,1,-1,-1,Shareholder Returns
TATAPOWER,2024-09,,,,
TATASTEEL,2013-03,1,-1,-1,Reinvestor
TATASTEEL,2014-03,1,-1,1,Mixed
TATASTEEL,2015-03,1,-1,-1,Reinvestor
TATASTEEL,2016-03,1,-1,-1,Reinvestor
TATASTEEL,2017-03,1,-1,-1,Reinvestor
TATASTEEL,2018-03,1,-1,1,Mixed
TATASTEEL,2019-03,1,-1,-1,Shareholder Returns
TATASTEEL,2020-03,1,-1,-1,Shareholder Returns
TATASTEEL,2021-03,1,-1,-1,Shareholder Returns
TATASTEEL,2022-03,1,-1,-1,Reinvestor
TATASTEEL,2023-03,1,-1,-1,Shareholder Returns
TATASTEEL,2024-03,1,-1,-1,Reinvestor
TATASTEEL,2024-09,,,,
TCS,2013-03,1,-1,-1,Reinvestor
TCS,2014-03,1,-1,-1,Reinvestor
TCS,2015-03,1,-1,-1,Reinvestor
TCS,2016-03,1,-1,-1,Reinvestor
TCS,2017-03,1,-1,-1,Reinvestor
TCS,2018-03,1,1,-1,Liquidating Assets
TCS,2019-03,1,1,-1,Liquidating Assets
TCS,2020-03,1,1,-1,Liquidating Assets
TCS,2021-03,1,-1,-1,Reinvestor
TCS,2022-03,1,-1,-1,Reinvestor
TCS,2023-03,1,1,-1,Liquidating Assets
TCS,2024-03,1,1,-1,Liquidating Assets
TCS,2024-09,,,,
TECHM,2013-03,1,-1,1,Mixed
TECHM,2014-03,1,1,-1,Liquidating Assets
TECHM,2015-03,1,-1,-1,Reinvestor
TECHM,2016-03,1,-1,-1,Reinvestor
TECHM,2017-03,1,-1,-1,Reinvestor
TECHM,2018-03,1,-1,-1,Reinvestor
TECHM,2019-03,1,-1,-1,Reinvestor
TECHM,2020-03,1,1,-1,Liquidating Assets
TECHM,2021-03,1,-1,-1,Shareholder Returns
TECHM,2022-03,1,1,-1,Liquidating Assets
TECHM,2023-03,1,-1,-1,Reinvestor
TECHM,2024-03,1,-1,-1,Shareholder Returns
TECHM,2024-09,,,,
TITAN,2013-03,1,-1,-1,Reinvestor
TITAN,2014-03,-1,-1,1,Growth Funded by Debt
TITAN,2015-03,1,-1,-1,Reinvestor
TITAN,2016-03,1,-1,-1,Reinvestor
TITAN,2017-03,1,-1,-1,Shareholder Returns
TITAN,2018-03,-1,1,-1,Asset Sale Funded Repayment
TITAN,2019-03,1,-1,-1,Reinvestor
TITAN,2020-03,-1,1,-1,Asset Sale Funded Repayment
TITAN,2021-03,1,-1,-1,Shareholder Returns
TITAN,2022-03,-1,1,-1,Asset Sale Funded Repayment
TITAN,2023-03,1,-1,1,Mixed
TITAN,2024-03,1,-1,-1,Reinvestor
TITAN,2024-09,,,,
TORNTPHARM,2013-03,1,-1,1,Mixed
TORNTPHARM,2014-03,1,-1,1,Mixed
TORNTPHARM,2015-03,1,-1,1,Mixed
TORNTPHARM,2016-03,1,-1,-1,Shareholder Returns
TORNTPHARM,2017-03,1,-1,-1,Reinvestor
TORNTPHARM,2018-03,1,-1,1,Mixed
TORNTPHARM,2019-03,1,-1,-1,Shareholder Returns
TORNTPHARM,2020-03,1,1,-1,Liquidating Assets
TORNTPHARM,2021-03,1,-1,-1,Shareholder Returns
TORNTPHARM,2022-03,1,-1,-1,Shareholder Returns
TORNTPHARM,2023-03,1,-1,1,Mixed
TORNTPHARM,2024-03,1,-1,-1,Shareholder Returns
TORNTPHARM,2024-09,,,,
TRENT,2013-03,1,-1,1,Mixed
TRENT,2014-03,-1,-1,-1,Pre-Revenue
TRENT,2015-03,-1,-1,1,Growth Funded by Debt
TRENT,2016-03,1,-1,-1,Shareholder Returns
TRENT,2017-03,1,-1,-1,Reinvestor
TRENT,2018-03,1,-1,-1,Reinvestor
TRENT,2019-03,1,-1,1,Mixed
TRENT,2020-03,1,-1,1,Mixed
TRENT,2021-03,1,1,-1,Liquidating Assets
TRENT,2022-03,1,1,-1,Liquidating Assets
TRENT,2023-03,1,-1,-1,Shareholder Returns
TRENT,2024-03,1,-1,-1,Reinvestor
TRENT,2024-09,,,,
TVSMOTOR,2013-03,1,-1,-1,Shareholder Returns
TVSMOTOR,2014-03,1,-1,-1,Shareholder Returns
TVSMOTOR,2015-03,1,-1,1,Mixed
TVSMOTOR,2016-03,1,-1,-1,Shareholder Returns
TVSMOTOR,2017-03,1,-1,-1,Reinvestor
TVSMOTOR,2018-03,1,-1,1,Mixed
TVSMOTOR,2019-03,-1,-1,1,Growth Funded by Debt
TVSMOTOR,2020-03,1,-1,1,Mixed
TVSMOTOR,2021-03,1,-1,1,Mixed
TVSMOTOR,2022-03,-1,-1,1,Growth Funded by Debt
TVSMOTOR,2023-03,-1,-1,1,Growth Funded by Debt
TVSMOTOR,2024-03,-1,-1,1,Growth Funded by Debt
TVSMOTOR,2024-09,,,,
INDIGO,2013-03,1,-1,1,Mixed
INDIGO,2014-03,1,-1,1,Mixed
INDIGO,2015-03,1,-1,-1,Shareholder Returns
INDIGO,2016-03,1,-1,-1,Shareholder Returns
INDIGO,2017-03,1,-1,-1,Shareholder Returns
INDIGO,2018-03,1,-1,1,Mixed
INDIGO,2019-03,1,-1,-1,Shareholder Returns
INDIGO,2020-03,1,-1,-1,Reinvestor
INDIGO,2021-03,-1,1,-1,Asset Sale Funded Repayment
INDIGO,2022-03,1,1,-1,Liquidating Assets
INDIGO,2023-03,1,-1,-1,Reinvestor
INDIGO,2024-03,1,-1,-1,Shareholder Returns
INDIGO,2024-09,,,,
